0,0,0,2,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875
0,0,0,3,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875
0,0,0,4,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875
0,0,1,2,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875
0,0,1,3,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875
0,0,1,4,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875
0,0,3,2,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875
0,0,3,4,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875
0,0,4,2,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875
0,0,4,3,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875
0,0,5,2,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875
0,0,5,3,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875
0,0,5,4,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875
0,1,0,2,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875
0,1,0,3,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875
0,1,0,4,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875
0,1,1,2,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875
0,1,1,3,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875
0,1,1,4,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875
0,1,3,2,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875
0,1,3,3,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875
0,1,3,4,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875
0,1,4,2,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875,345.875
