1,2,2,3,620.16,633.524,640.959,667.065,640.427
0,0,5,2,621.376,625.862,651.149,664.225,640.653
3,2,5,4,602.269,610.48,672.606,678.028,640.84575
2,3,5,2,610.266,628.89,654.25,671.714,641.28
1,1,3,4,615.695,641.235,644.872,665.008,641.7025
1,2,0,4,611.998,642.129,642.163,672.364,642.1635
0,2,4,3,598.087,606.044,674.37,691.07,642.39275
0,3,5,3,618.912,642.256,650.391,662.004,643.39075
3,2,5,3,607.816,609.527,665.141,691.624,643.527
0,0,5,3,641.306,642.388,644.5,647.896,644.0225
3,1,5,4,630.676,644.365,647.461,659.253,645.43875
3,1,5,3,622.818,649.438,652.703,657.96,645.72975
2,2,4,4,604.914,612.248,660.408,707.536,646.2765
0,1,4,3,619.425,630.465,647.242,692.214,647.3365
0,0,4,3,624.007,638.851,641.001,688.602,648.11525
0,4,0,3,613.544,631.22,654.969,694.474,648.55175
0,3,5,4,625.351,653.601,655.336,660.123,648.60275
2,1,4,4,624.973,649.617,655.885,666.778,649.31325
0,0,5,4,636.095,636.399,657.184,669.358,649.759
2,0,0,2,610.319,653.923,658.421,679.467,650.5325
2,1,4,3,618.974,638.293,667.859,679.395,651.13025
3,0,5,4,641.366,647.368,652.264,669.836,652.7085
0,1,3,2,629.853,636.66,670.197,674.544,652.8135
0,1,0,3,636.079,646.029,653.598,679.61,653.829
2,2,4,3,616.145,620.714,684.004,694.621,653.871
0,2,4,4,594.954,624.521,684.022,715.486,654.74575
0,1,5,3,635.917,639.689,653.599,692.912,655.52925
3,3,3,4,600.08,607.067,710.135,710.36,656.9105
2,0,5,4,632.519,642.929,672.18,681.254,657.2205
2,1,5,2,643.745,644.311,656.765,685.976,657.69925
3,1,4,4,615.474,622.491,694.476,705.264,659.42625
2,1,5,3,639.247,658.034,664.447,680.2,660.482
1,2,4,4,615.862,636.015,684.223,707.394,660.8735
3,4,5,3,657.73,658.623,668.284,,661.5456667
3,0,4,3,635.676,664.461,669.631,679.416,662.296
2,0,5,3,647.983,651.162,654.242,708.646,665.50825
1,4,5,3,615.893,668.44,676.018,702.788,665.78475
0,0,0,2,627.509,636.926,681.711,719.116,666.3155
3,2,0,4,605.324,611.408,708.551,749.353,668.659
3,2,2,4,612.494,622.585,718.373,725.175,669.65675
3,0,5,3,635.886,677.837,678.292,690.027,670.5105
3,1,4,3,640.093,650.29,673.846,719.65,670.96975
0,4,0,2,626.576,636.905,696.458,724.392,671.08275
3,3,5,4,658.26,667.4,694.694,,673.4513333
3,2,0,3,603.281,619.323,705.39,766.508,673.6255
2,3,0,2,631.289,680.962,687.341,698.048,674.41
2,4,0,4,628.476,655.163,695.073,722.314,675.2565
1,3,4,4,636.849,641.741,688.887,735.406,675.72075
0,4,0,4,649.524,677.543,684.506,692.487,676.015
2,1,0,3,665.701,671.496,686.111,689.922,678.3075
2,3,5,3,643.179,660.693,662.999,747.408,678.56975
3,2,2,3,600.242,622.198,720.28,773.299,679.00475
2,4,0,2,641.305,690.201,695.405,696.938,680.96225
3,4,5,4,628.501,677.649,737.37,,681.1733333
0,1,0,4,666.166,670.052,681.384,708.632,681.5585
1,1,4,3,630.799,646.96,685.059,764.481,681.82475
1,4,4,4,636.974,638.489,712.207,743.865,682.88375
2,4,0,3,656.728,677.118,678.679,719.631,683.039
3,0,4,4,641.749,649.336,705.675,737.641,683.60025
3,4,0,3,623.141,710.049,717.813,,683.6676667
3,1,0,3,639.297,674.955,696.16,725.608,684.005
1,2,4,3,641.45,648.348,707.05,739.803,684.16275
3,4,0,4,654.669,697.909,702.955,,685.1776667
1,4,4,3,632.002,641.543,731.787,735.627,685.23975
2,3,4,4,619.013,654.789,735.454,739.858,687.2785
3,0,5,2,624.15,631.868,745.82,748.847,687.67125
1,0,5,3,651.152,690.952,695.121,716.856,688.52025
3,3,5,3,646.937,688.536,730.969,,688.814
1,0,4,3,666.319,683.64,684.659,722.097,689.17875
1,1,5,3,676.819,680.002,696.021,704.033,689.21875
1,0,4,4,681.795,682.174,691.651,701.767,689.34675
2,4,4,4,607.891,614.121,768.186,775.564,691.4405
3,1,0,4,672.379,690.917,698.97,707.577,692.46075
0,4,4,4,598.473,599.788,736.033,835.838,692.533
3,2,4,3,606.572,635.211,750.491,781.128,693.3505
1,3,5,3,669.56,679.204,699.394,725.69,693.462
1,1,5,4,662.756,679.367,690.903,746.118,694.786
3,2,4,4,614.569,618.59,731.067,817.008,695.3085
2,4,4,3,606.414,609.428,751.165,817.008,696.00375
3,1,3,2,617.81,629.011,751.387,785.88,696.022
2,3,5,4,625.847,716.034,722.692,725.527,697.525
0,3,4,3,632.382,652.664,757.361,768.582,702.74725
0,4,4,3,609.04,636.843,766.321,803.741,703.98625
1,3,5,4,664.712,695.961,728.468,728.515,704.414
0,3,4,4,642.776,678.638,723.85,773.617,704.72025
0,3,0,4,672.42,706.452,712.014,735.003,706.47225
2,1,0,4,697.268,701.663,702.627,725.247,706.70125
3,0,0,2,643.128,672.03,720.984,791.038,706.795
2,3,4,3,653.28,662.766,747.162,776.554,709.9405
2,0,0,3,640.496,717.001,727.455,757.004,710.489
1,0,5,4,657.455,678.671,721.804,784.321,710.56275
2,0,4,2,678.306,696.434,732.392,741.582,712.1785
1,3,4,3,662.168,673.573,695.695,817.841,712.31925
0,1,5,2,686.742,689.353,735.632,738.609,712.584
0,3,0,2,618.928,677.137,692.246,863.418,712.93225
3,3,4,4,628.656,633.329,781.291,811.83,713.7765
1,4,0,3,633.86,695.546,753.277,778.688,715.34275
2,1,0,2,638.927,648.138,785.064,798.749,717.7195
3,3,0,2,659.403,696.728,757.597,766.803,720.13275
2,0,0,4,648.163,704.223,736.915,792.735,720.509
1,0,5,2,681.904,696.38,751.923,761.336,722.88575
3,3,4,3,638.869,645.448,790.843,818.145,723.32625
0,4,2,4,620.56,731.825,754.901,800.052,726.8345
0,3,5,2,669.555,702.125,759.096,778.926,727.4255
3,0,0,3,688.6,737.58,740.793,751.623,729.649
0,3,0,3,678.973,744.929,751.738,756.344,732.996
3,0,0,4,698.971,708.532,713.018,814.177,733.6745
1,0,1,3,672.392,719.962,757.916,794.184,736.1135
1,4,1,3,663.634,718.771,745.394,820.235,737.0085
2,3,0,3,637.797,735.42,762.048,820.992,739.06425
3,4,0,2,621.076,762.879,836.985,,740.3133333
1,1,1,3,692.171,723.72,772.895,775.804,741.1475
0,0,4,2,711.959,728.846,758.313,765.762,741.22
1,0,0,2,699.356,708,750.633,814.14,743.03225
0,0,0,4,713.366,728.887,758.497,772.521,743.31775
2,3,0,4,673.944,711.697,790.486,799.469,743.899
0,0,0,3,664.138,751.696,772.579,787.455,743.967
2,4,5,2,697.158,699.857,770.193,810.328,744.384
0,1,2,3,693.672,741.478,761.049,804.883,750.2705
1,2,1,3,669.529,679.583,808.549,855.136,753.19925
3,1,5,2,649.205,652.847,847.115,865.879,753.7615
0,4,3,2,715.773,738.781,782.648,787.905,756.27675
1,0,0,3,717.552,756.871,774.194,779.398,757.00375
1,1,0,3,696.752,725.142,776.877,829.71,757.12025
1,1,0,4,712.438,746.034,764.657,814.998,759.53175
3,3,0,3,703.062,729,800.988,806.117,759.79175
3,3,0,4,730.655,742.685,781.321,786.545,760.3015
2,1,2,2,668.354,699.537,823.475,861.733,763.27475
1,3,0,4,716.543,758.665,783.812,797.09,764.0275
1,3,0,2,721.084,741.899,746.728,848.899,764.6525
2,4,2,4,679.839,737.637,768.881,875.935,765.573
0,1,0,2,708.868,728.599,767.529,860.36,766.339
0,4,2,3,737.227,739.04,773.716,817.008,766.74775
1,4,0,4,751.019,759.946,779.877,800.005,772.71175
1,0,1,4,708.523,780.12,788.043,815.221,772.97675
3,0,4,2,706.328,713.214,829.634,843.699,773.21875
2,3,3,2,746.566,752.557,761.967,837.216,774.5765
0,1,1,4,637.911,638.708,855.773,967.043,774.85875
0,4,2,2,655.28,671.454,795.558,979.005,775.32425
3,1,2,4,722.385,744.963,797.892,848.221,778.36525
3,3,5,2,660.353,681.522,889.951,890.155,780.49525
3,4,4,4,615.522,858.204,869.024,,780.9166667
3,4,2,4,756.151,780.461,810.453,,782.355
0,0,1,3,662.845,694.326,858.042,921.803,784.254
2,1,2,3,743.588,780.547,781.426,842.211,786.943
1,1,1,4,746.219,772.343,801.69,831.27,787.8805
2,0,1,4,678.881,700.427,870.509,903.322,788.28475
1,4,0,2,700.191,765.977,841.223,849.482,789.21825
1,3,0,3,770.185,773.472,778.268,839.556,790.37025
1,4,1,4,744.444,751.004,819.632,851.108,791.547
2,1,1,4,663.082,696.748,904.911,906.896,792.90925
2,1,2,4,690.13,787.945,823.629,872.161,793.46625
1,3,1,4,713.379,745.082,816.312,903.178,794.48775
1,0,0,4,752.119,777.307,785.153,863.395,794.4935
2,3,2,3,641.27,780.378,835.265,921.068,794.49525
0,1,2,2,727.44,734.002,787.408,957.491,801.58525
0,1,2,4,743.954,800.746,825.081,839.783,802.391
2,2,1,4,638.141,668.948,919.857,984.81,802.939
2,4,2,2,718.629,730.68,822.302,948.825,805.109
1,3,1,3,718.856,729.402,873.651,903.611,806.38
1,1,3,2,765.823,799.826,817.77,855.69,809.77725
0,0,1,4,724.588,739.199,875.063,907.956,811.7015
3,4,4,3,614.719,895.806,925.194,,811.9063333
2,4,2,3,631.303,773.464,923.255,932.55,815.143
0,2,1,3,649.648,649.82,952.562,1009.51,815.385
2,0,1,3,714.775,717.041,917.24,925.287,818.58575
2,3,1,4,674.862,753.714,838.188,1010.55,819.3285
1,2,1,4,670.584,686.627,936.253,984.219,819.42075
2,1,4,2,789.868,809.413,831.269,850.568,820.2795
3,1,2,3,717.753,756.578,837.101,973.836,821.317
2,1,1,3,672.501,684.054,934.994,998.964,822.62825
2,4,1,4,666.92,674.606,932.243,1019.31,823.26975
0,3,2,3,707.504,828.261,876.819,884.881,824.36625
0,1,1,3,655.311,675.214,981.788,990.065,825.5945
3,3,2,3,748.159,761.532,844.524,973.288,831.87575
2,3,1,3,645.695,793.04,943.522,949.042,832.82475
0,4,5,2,768.518,790.294,869.526,903.624,832.9905
2,2,5,2,802.989,815.181,835.167,880.47,833.45175
3,1,0,2,680.633,695.074,971.857,986.567,833.53275
0,4,1,3,672.36,677.459,940.019,1055.33,836.292
1,0,4,2,796.692,835.795,843.47,874.205,837.5405
2,2,1,3,637.542,648.09,1028.43,1039.36,838.3555
3,4,3,2,715.796,878.662,933.048,,842.502
3,4,2,3,761.095,862.593,912.057,,845.2483333
1,4,2,3,713.012,755.759,947.469,969.942,846.5455
2,2,3,2,812.42,833.156,864.294,892.664,850.6335
3,1,1,4,639.045,709.428,1016.75,1044.45,852.41825
1,1,5,2,777.802,793.784,918.745,920.833,852.791
3,3,2,4,781.865,803.175,911.039,932.2,857.06975
3,1,1,3,632.581,654.735,1044.15,1103.41,858.719
0,2,1,4,693.704,703.677,1020.38,1025.25,860.75275
2,4,1,3,680.914,716.128,1020.47,1062.51,870.0055
1,0,2,2,740.153,781.566,976.7,982.776,870.29875
0,3,2,2,718.112,837.968,954.255,973.794,871.03225
0,3,1,3,698.954,799.597,951.414,1043.28,873.31125
2,3,2,4,865.797,875.09,876.381,878.62,873.972
3,0,1,4,678.091,681.016,1041.53,1107.48,877.02925
0,1,4,2,867.399,869.447,879.781,906.707,880.8335
0,3,1,4,673.676,706.219,1041.25,1103.54,881.17125
0,0,2,4,821.817,854.111,909.685,943.807,882.355
0,4,1,4,657.194,751.259,966.736,1164.12,884.82725
3,2,1,4,665.581,670.727,1100.88,1111.19,887.0945
3,3,1,3,716.563,728.194,1017.19,1116.42,894.59175
0,3,3,2,832.926,849.14,946.007,965.841,898.4785
0,0,2,2,823.831,843.59,892.495,1036.31,899.0565
0,0,2,3,842.416,862.74,907.248,992.73,901.2835
3,4,5,2,779.685,929.412,1004.83,,904.6423333
3,0,1,3,724.113,731.947,1075.93,1087.2,904.7975
3,1,2,2,728.803,735.428,1046.98,1110.94,905.53775
1,3,5,2,814.031,915.537,940.669,970.951,910.297
1,1,0,2,849.173,865.173,963.826,964.338,910.6275
2,0,2,4,794.08,943.993,954.9,956.791,912.441
2,2,0,2,871.563,886.868,929.026,963.232,912.67225
0,2,3,2,840.255,889.57,951.756,975.024,914.15125
3,1,4,2,840.276,851.408,967.212,1007.31,916.5515
2,3,2,2,746.106,804.697,1068.71,1079.43,924.73575
1,0,2,4,782.209,871.914,1005.88,1044.67,926.16825
0,3,2,4,740.42,910.285,998.086,1063.23,928.00525
1,1,2,3,878.849,928.819,931.027,985.817,931.128
0,2,5,2,891.139,926.411,949.168,978.365,936.27075
1,3,2,4,852.193,938.248,969.626,992.89,938.23925
3,2,3,2,852.514,875.569,1009.76,1028.32,941.54075
3,3,1,4,721.988,755.369,1141.04,1155.36,943.43925
1,4,2,4,850.493,897.937,941.553,1089.51,944.87325
2,3,4,2,891.144,908.53,989.248,994.721,945.91075
3,0,2,4,739.399,942.54,1020.19,1085.57,946.92475
3,2,1,3,685.344,712.742,1171.82,1222.85,948.189
3,0,2,3,923.569,929.134,970.913,994.684,954.575
3,3,3,2,780.806,783.334,1104.03,1153.24,955.3525
2,0,2,2,909.377,948.175,953.778,1016.43,956.94
3,3,2,2,708.312,850.492,1083.56,1185.52,956.971
1,0,2,3,889.339,956.295,987.67,1019.9,963.301
2,0,2,3,886.139,939.702,983.997,1068.9,969.6845
2,2,2,2,910.956,938.302,1023.93,1024.65,974.4595
1,4,3,2,955.514,965.29,982.768,999.764,975.834
2,2,4,2,953.133,957.328,972.82,1045.83,982.27775
3,4,2,2,677.82,1120.96,1160.86,,986.5466667
1,4,5,2,910.027,946.734,1017.66,1078.49,988.22775
3,2,5,2,858.905,871.716,1081.68,1141.98,988.57025
0,3,4,2,894.047,961.982,1050.89,1053.2,990.02975
1,1,2,4,911.748,1002.28,1005.38,1041,990.102
3,4,1,4,651.963,1117.42,1213.94,,994.441
1,3,2,3,892.614,977.799,1010.04,1100.91,995.34075
1,1,4,2,916.672,980.82,1002.86,1085.04,996.348
3,0,2,2,834.971,980.944,1055.12,1148.48,1004.87875
1,3,2,2,922.471,930.893,1075.29,1099.37,1007.006
0,2,0,2,961.224,977.413,1038.82,1068.32,1011.44425
1,1,2,2,906.259,997.76,1066.39,1096.79,1016.79975
3,2,0,2,902.362,932.149,1134.98,1145.21,1028.67525
3,4,1,3,670.548,1155.46,1265.2,,1030.402667
2,4,4,2,996.585,1012.87,1039.64,1082.69,1032.94625
1,2,3,2,1016.73,1019.43,1070.72,1076.12,1045.75
0,2,4,2,1012.46,1029.62,1049.29,1095.41,1046.695
3,3,4,2,967.711,985.864,1113.09,1167.7,1058.59125
1,2,5,2,1004.9,1018.28,1125.3,1127.8,1069.07
1,4,2,2,1017.78,1023.76,1043.48,1245.41,1082.6075
3,2,4,2,1009.01,1016.45,1183.8,1223.9,1108.29
1,3,3,2,1075.5,1086.47,1107.27,1212.82,1120.515
1,2,0,2,1086.43,1119.54,1123.03,1162.08,1122.77
0,2,2,2,1098.58,1108.55,1143.68,1162.54,1128.3375
0,4,4,2,1090.76,1091.15,1158.56,1188.5,1132.2425
1,2,4,2,1089.1,1160.68,1182.09,1213.51,1161.345
1,3,4,2,1155.89,1164.82,1240.81,1242.12,1200.91
2,0,1,2,1151.1,1200.34,1210.41,1297.43,1214.82
3,2,2,2,1025.23,1101.77,1351.1,1389.12,1216.805
1,4,4,2,1125.79,1232.89,1259.93,1278.68,1224.3225
3,4,4,2,1059.11,1286.59,1341.61,,1229.103333
0,0,1,2,1234.87,1257.81,1280.32,1325.19,1274.5475
1,2,2,2,1254.74,1278.24,1299.11,1405.26,1309.3375
3,0,1,2,1203.27,1231.56,1404.78,1461.28,1325.2225
2,1,1,2,1278.26,1318.6,1386.88,1398.33,1345.5175
2,3,1,2,1339.45,1346.69,1370.94,1420.13,1369.3025
1,0,1,2,1342.34,1348.29,1377.35,1453.55,1380.3825
2,2,1,2,1355.42,1362.04,1362.45,1503.76,1395.9175
2,4,1,2,1282.1,1342.79,1459.09,1534.88,1404.715
0,1,1,2,1351.93,1387.97,1463.82,1498.76,1425.62
3,2,1,2,1356.11,1368.31,1535.16,1539.78,1449.84
0,2,1,2,1419.24,1444.41,1465.17,1479.13,1451.9875
1,1,1,2,1449.1,1455.4,1468.69,1530.73,1475.98
3,1,1,2,1337.01,1383.67,1581.87,1602.86,1476.3525
2,0,3,0,1414.14,1473.6,1497.52,1556.7,1485.49
3,3,0,0,1131.3,1164.31,1825.88,1827.03,1487.13
1,2,1,2,1424.14,1448.81,1535.07,1557.53,1491.3875
0,3,1,2,1375.96,1389.15,1598.58,1615.67,1494.84
1,0,3,0,1412.77,1500.46,1545.19,1548.21,1501.6575
3,3,1,2,1403.94,1405.95,1603.96,1608.94,1505.6975
3,3,5,0,1284.17,1301.64,1723.16,1729.02,1509.4975
1,0,5,0,1458.69,1506.95,1530.6,1545.41,1510.4125
0,4,1,2,1438.83,1462.29,1580.49,1587.95,1517.39
2,0,5,0,1436.98,1463.97,1584.95,1592.38,1519.57
1,3,1,2,1468.79,1480.23,1552.65,1577.35,1519.755
3,4,0,0,1399.64,1463.28,1712.62,,1525.18
1,0,4,0,1434.01,1519.16,1569.1,1593.71,1528.995
3,4,1,2,1417.34,1584.8,1589.66,,1530.6
1,0,0,0,1502.74,1524.38,1545.38,1556.95,1532.3625
1,4,1,2,1503.09,1505.73,1542.19,1613.82,1541.2075
2,0,0,0,1518.26,1533.69,1545.74,1614.85,1553.135
2,0,4,0,1504.59,1520.29,1574.02,1630.25,1557.2875
2,1,5,0,1458.55,1484.83,1621.37,1685.5,1562.5625
3,1,0,0,1319.94,1345.59,1756.51,1833.18,1563.805
1,1,5,0,1534.36,1537.47,1553.64,1630.73,1564.05
2,1,0,0,1509.36,1564.98,1586.62,1614.12,1568.77
3,0,5,0,1242.75,1269.13,1864,1924.29,1575.0425
3,0,2,0,1461.05,1530.55,1652.33,1694.55,1584.62
3,0,3,0,1166.24,1181.63,1964.89,2044.22,1589.245
3,4,5,0,1493.6,1562.95,1711.32,,1589.29
3,1,2,0,1463.7,1577.29,1652.9,1679.09,1593.245
1,1,0,0,1549.7,1576.83,1612.02,1650.73,1597.32
1,1,3,0,1532.58,1583.14,1595.33,1682.41,1598.365
3,0,0,0,1337.21,1377.97,1822.45,1868.71,1601.585
2,2,3,0,1477.65,1574.88,1668.62,1696.41,1604.39
1,2,5,0,1575.4,1580.76,1625.79,1638.89,1605.21
2,1,3,0,1560.54,1584.47,1638.75,1643.37,1606.7825
3,2,3,0,1385.18,1508.73,1735.54,1804.66,1608.5275
2,1,4,0,1531.72,1610.09,1630.5,1669.31,1610.405
3,2,5,0,1458.39,1460.91,1742.91,1790.97,1613.295
3,4,3,0,1571.25,1573.56,1696.64,,1613.816667
3,1,3,0,1304.03,1364.43,1871.67,1926.59,1616.68
3,1,5,0,1335.68,1348.13,1881.2,1901.84,1616.7125
1,3,0,0,1537.96,1636.85,1640.62,1654.19,1617.405
2,2,5,0,1546.49,1567.6,1675.57,1684.62,1618.57
1,4,5,0,1616.89,1618.27,1621.45,1624.83,1620.36
1,0,2,0,1536.38,1568.69,1664.74,1713.55,1620.84
2,2,4,0,1493.81,1646.67,1652.82,1696.95,1622.5625
1,1,4,0,1590.83,1612.74,1642.64,1661.05,1626.815
1,3,5,0,1581.12,1582.42,1664.89,1699.13,1631.89
1,4,0,0,1574.19,1600.97,1670.19,1695.72,1635.2675
1,2,3,0,1563.71,1606.33,1680.38,1691.3,1635.43
2,3,0,0,1562.88,1635.24,1659.19,1688.09,1636.35
1,2,0,0,1597.37,1616.43,1629.98,1704.96,1637.185
2,0,2,0,1586.73,1632.54,1650.36,1686.5,1639.0325
1,2,4,0,1598.52,1616.31,1654.48,1690.01,1639.83
2,4,4,0,1574.47,1590.32,1683.38,1719.06,1641.8075
2,4,5,0,1550.52,1630.24,1683.49,1704.5,1642.1875
2,2,2,0,1548.89,1626.12,1694.61,1705.61,1643.8075
2,2,0,0,1575.26,1636.1,1683.09,1683.76,1644.5525
3,2,0,0,1527.88,1545.79,1733.4,1772.35,1644.855
2,4,3,0,1572.26,1618.88,1657.47,1734.55,1645.79
1,2,2,0,1619.62,1636.71,1641.99,1693.21,1647.8825
0,1,5,0,1538.4,1642.53,1694.14,1719.5,1648.6425
2,0,1,0,1604.73,1632.19,1678,1680.26,1648.795
0,0,0,0,1600.17,1625.76,1651.96,1721.31,1649.8
0,2,3,0,1593.26,1631.02,1648.64,1728.26,1650.295
2,0,1,1,1477.45,1670.64,1723.78,1730.34,1650.5525
2,1,2,0,1542.43,1595.26,1721.61,1755.54,1653.71
3,2,4,0,1546.71,1546.86,1754.9,1766.77,1653.81
3,1,4,0,1464.08,1485.55,1823.47,1843.14,1654.06
2,4,0,0,1590.38,1611.92,1689.31,1726.47,1654.52
0,4,1,0,1587.43,1633.99,1635.47,1762.46,1654.8375
0,4,0,0,1562.42,1630.52,1703.93,1723.64,1655.1275
1,3,3,0,1592.23,1653.85,1656.5,1719.22,1655.45
1,0,1,0,1625.09,1633.45,1663.3,1700.5,1655.585
3,2,2,0,1618.22,1632.7,1683.56,1692.22,1656.675
2,3,1,0,1574.24,1605.84,1706.19,1742.97,1657.31
0,2,5,0,1631.86,1633.17,1645.63,1719.08,1657.435
0,4,5,0,1542.43,1600.3,1724.66,1767.61,1658.75
3,3,2,0,1577.4,1610.23,1704.55,1743.69,1658.9675
2,4,1,0,1555.72,1606.24,1722.12,1760.77,1661.2125
1,4,3,0,1607.42,1611.94,1672.74,1760.61,1663.1775
2,4,1,1,1598.45,1635.82,1670.58,1749.84,1663.6725
1,4,4,0,1617.72,1625.47,1698.59,1716.64,1664.605
1,3,1,1,1609.11,1658.22,1668.85,1724.67,1665.2125
1,2,1,0,1596.31,1663.28,1693.32,1708.82,1665.4325
0,0,4,0,1613.47,1623.81,1688.93,1736.73,1665.735
3,0,1,0,1612.01,1644,1676.27,1731,1665.82
2,3,3,0,1601.39,1613.76,1692.47,1759.18,1666.7
3,0,4,0,1339.19,1373.73,1972.51,1983.19,1667.155
1,1,2,0,1593.95,1594.01,1737.25,1743.83,1667.26
0,2,4,0,1622.25,1645.47,1679.07,1723.28,1667.5175
0,2,2,0,1605.35,1651.3,1701.93,1718.25,1669.2075
3,4,4,0,1629.28,1641.46,1739.18,,1669.973333
0,2,4,1,1547.58,1672.98,1690.03,1769.99,1670.145
2,3,5,0,1625.86,1632.8,1693.27,1731.65,1670.895
1,4,1,0,1586.67,1642.06,1710,1745.25,1670.995
1,0,2,1,1597.74,1641.9,1649.21,1795.98,1671.2075
2,4,2,0,1606.39,1633.16,1697.02,1750.93,1671.875
0,2,2,1,1636.55,1677.51,1683.09,1690.66,1671.9525
0,1,0,0,1569.75,1660.06,1691.86,1774.37,1674.01
0,1,3,0,1619.14,1646.75,1706.64,1723.84,1674.0925
2,3,4,0,1639.41,1665.47,1677.4,1715.81,1674.5225
0,2,0,0,1635.13,1648.29,1704.78,1711.51,1674.9275
3,4,2,0,1646.33,1687.34,1691.65,,1675.106667
1,1,1,0,1598.94,1631.66,1687.12,1784.88,1675.65
0,4,2,0,1618.74,1638.71,1722.39,1725.02,1676.215
0,1,2,0,1614.04,1641.92,1723.65,1726.26,1676.4675
0,0,3,0,1620.38,1644.76,1686.1,1756.57,1676.9525
1,4,0,1,1606.04,1648.47,1717.91,1735.98,1677.1
2,1,1,0,1648.02,1674.14,1675.06,1711.48,1677.175
1,3,2,0,1601.82,1632.99,1701.7,1772.93,1677.36
3,3,3,0,1608.95,1661.48,1714.13,1731.22,1678.945
2,2,1,1,1575.03,1689.41,1693.23,1759.16,1679.2075
