0,0,3,2,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711
0,1,3,2,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711
0,1,4,3,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711
0,2,0,3,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711
0,2,0,4,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711
0,2,1,3,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711
0,2,2,4,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711
0,2,3,4,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711
0,2,5,3,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711
0,2,5,4,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711
0,4,3,2,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711
1,0,3,2,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711
2,0,3,2,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711
2,1,0,2,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711
2,1,3,2,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711
2,1,4,3,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711
2,1,4,4,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711
2,2,0,3,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711
2,2,0,4,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711
2,2,2,3,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711
2,2,3,4,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711
2,2,5,3,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711
2,4,3,2,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711
3,0,3,2,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711
3,2,3,3,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711
3,2,3,4,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711
3,2,5,3,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711
3,2,5,4,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711
0,4,4,4,399.711,399.711,399.711,399.711,401.738,399.711,399.711,399.711,399.711,399.711,399.9137
2,4,4,4,399.711,399.711,401.738,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.9137
0,2,4,3,399.711,401.738,399.711,401.738,399.711,399.711,399.711,399.711,399.711,399.711,400.1164
0,4,4,3,399.711,399.711,403.927,399.711,399.711,399.711,399.711,399.711,399.711,399.711,400.1326
2,4,4,3,399.711,399.711,399.711,399.711,403.927,399.711,399.711,399.711,399.711,399.711,400.1326
3,2,0,3,399.711,399.711,399.711,404.155,399.711,399.711,399.711,399.711,399.711,399.711,400.1554
2,2,3,3,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,404.861,399.711,400.226
0,1,4,4,399.711,404.861,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,400.226
2,2,1,3,399.711,404.861,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,400.226
0,1,3,3,399.711,399.711,399.711,399.711,399.711,399.711,406.138,399.711,399.711,399.711,400.3537
1,2,0,4,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,406.138,399.711,400.3537
2,2,5,4,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,406.138,400.3537
0,0,3,4,399.711,399.711,399.711,399.711,406.138,399.711,399.711,399.711,399.711,399.711,400.3537
0,2,1,4,399.711,399.711,399.711,406.138,399.711,399.711,399.711,399.711,399.711,399.711,400.3537
0,2,2,3,399.711,406.138,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,400.3537
0,2,3,3,399.711,399.711,399.711,399.711,399.711,406.138,399.711,399.711,399.711,399.711,400.3537
0,3,3,2,399.711,399.711,399.711,406.138,399.711,399.711,399.711,399.711,399.711,399.711,400.3537
0,3,3,3,399.711,399.711,399.711,399.711,399.711,406.138,399.711,399.711,399.711,399.711,400.3537
0,3,3,4,406.138,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,400.3537
0,4,1,3,399.711,406.138,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,400.3537
1,2,3,3,399.711,406.138,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,400.3537
2,2,1,4,399.711,406.138,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,400.3537
2,2,2,4,399.711,399.711,399.711,406.138,399.711,399.711,399.711,399.711,399.711,399.711,400.3537
2,4,3,3,399.711,406.138,399.711,399.711,399.711,399.711,399.711,399.711,399.711,399.711,400.3537
