0,1,50,11,45,14,7,76,88,30,24,91,28,16,46,38,62,4,34,15,32,20,22,86,55,74,89,57,8,77,43,63,73,83,69,100,10,49,60,13,97,53,95,44,6,72,41,36,31,80,92,94,58,93,52,25,42,61,29,35,64,27,90,19,70,12,33,17,18,3,98,81,75,59,23,51,84,71,47,66,67,39,40,78,9,5,79,2,48,56,65,96,68,87,85,21,54,26,82,37,99,:,784.279
0,1,50,11,45,14,7,76,15,32,34,88,30,24,91,28,16,46,38,62,4,20,22,74,89,57,8,73,63,83,43,77,86,55,59,75,81,3,18,10,100,69,97,13,60,49,17,33,98,90,27,19,70,12,53,95,44,6,72,41,36,31,80,92,94,58,93,39,67,47,66,52,25,42,61,29,35,64,71,84,23,51,40,78,9,5,79,2,48,56,65,96,21,85,54,87,68,26,82,37,99,:,787.149
0,99,37,82,56,65,96,26,21,85,54,87,68,58,93,94,92,80,31,36,41,72,6,19,70,95,44,53,97,13,60,49,17,33,12,90,27,64,35,29,61,42,25,52,39,67,66,47,71,84,23,51,40,78,9,5,48,2,79,7,76,15,32,20,22,55,86,59,75,81,98,3,18,10,100,69,83,73,63,43,77,8,57,89,74,4,62,38,46,34,16,28,91,24,30,88,14,45,11,50,1,:,788.993
0,1,50,11,45,14,88,30,24,91,28,16,34,4,62,46,38,8,57,89,74,55,86,22,20,32,15,76,7,9,78,40,51,23,84,71,59,75,81,77,43,63,73,83,69,100,10,49,60,13,97,17,18,3,98,33,12,53,95,44,6,72,41,36,31,80,92,94,58,93,52,25,42,61,29,19,70,90,27,64,35,47,66,67,39,5,79,2,48,56,65,96,21,85,54,87,68,26,82,37,99,:,789.029
0,1,65,56,48,2,50,11,45,14,88,30,24,91,28,16,46,38,8,57,89,74,4,62,34,32,15,76,7,79,5,9,78,40,51,47,66,67,39,52,25,42,61,29,35,64,71,84,23,20,22,55,86,77,43,63,73,83,69,100,10,18,3,81,75,59,98,90,27,19,70,12,33,17,49,60,13,97,53,95,44,6,72,41,36,31,80,92,94,93,58,68,87,54,85,21,96,26,82,37,99,:,790.483
0,1,50,11,45,14,88,30,24,91,28,16,46,38,62,4,34,32,15,76,7,79,2,48,5,9,78,40,51,23,20,22,86,55,74,89,57,8,73,63,83,69,100,10,43,77,3,18,17,49,60,13,97,53,95,44,6,72,41,36,42,61,29,35,64,27,90,19,70,12,33,98,81,75,59,71,84,47,66,67,39,52,25,93,58,94,92,31,80,68,87,54,85,21,26,96,65,56,82,37,99,:,790.565
0,1,56,65,58,93,25,52,39,67,47,66,42,61,29,35,64,27,90,19,70,12,33,17,18,43,77,3,98,81,75,59,71,84,23,51,40,78,9,79,5,48,2,50,11,45,14,7,76,88,30,24,91,28,16,46,38,62,4,34,15,32,20,22,86,55,74,89,57,8,73,63,83,69,100,10,49,60,13,97,53,95,44,6,72,41,36,31,80,92,94,68,87,54,85,21,96,26,82,37,99,:,791.566
0,99,37,82,26,96,21,85,54,87,68,80,31,92,94,58,93,25,52,39,67,66,47,84,71,59,75,81,3,98,90,70,19,27,64,35,29,61,42,36,41,72,6,44,95,53,12,33,17,49,60,13,97,69,100,10,18,43,83,73,63,77,86,55,22,20,23,51,40,78,9,5,79,7,76,15,32,34,62,4,74,89,57,8,38,46,16,28,91,24,30,88,14,45,11,50,2,48,56,65,1,:,793.462
0,1,65,56,48,5,79,2,50,11,45,14,88,30,24,91,28,16,34,4,62,46,38,8,89,57,74,86,55,22,20,32,15,76,7,9,78,40,51,23,84,47,66,71,59,75,81,98,3,18,77,43,63,73,83,69,100,10,49,60,13,97,17,33,12,53,44,95,6,72,41,36,19,70,90,27,64,35,29,61,42,25,52,67,39,93,58,94,92,31,80,68,87,54,85,21,96,26,82,37,99,:,794.093
0,1,65,56,48,5,9,78,40,51,23,59,75,81,86,55,22,20,4,62,34,32,15,76,7,79,2,50,11,45,14,88,30,24,91,28,16,46,38,89,74,57,8,73,63,83,43,77,3,18,17,60,49,10,100,69,13,97,33,98,90,27,19,70,12,53,95,44,6,72,41,36,42,61,29,35,64,71,84,47,66,67,39,52,25,93,58,94,92,31,80,68,87,54,85,21,96,26,82,37,99,:,794.506
0,99,37,82,26,96,21,85,54,87,68,58,93,94,92,80,31,36,41,72,6,44,95,53,97,13,60,49,10,69,100,43,83,63,73,8,57,89,74,22,20,23,84,71,59,75,81,86,55,77,3,18,17,33,98,12,70,19,90,27,64,35,29,61,42,25,52,39,67,66,47,51,40,78,9,5,79,7,76,15,32,34,4,62,38,46,16,28,91,24,30,88,14,45,11,50,2,48,56,65,1,:,794.845
0,1,56,48,2,50,11,45,14,7,76,15,32,88,30,24,91,28,16,34,46,38,4,62,20,22,23,51,40,78,9,79,5,39,67,66,47,84,71,59,75,81,86,55,74,89,57,8,77,43,63,73,83,69,100,10,18,3,98,12,33,17,49,60,13,97,53,95,44,6,72,41,36,19,70,90,27,64,35,29,61,42,25,52,93,58,94,92,31,80,68,87,54,85,21,65,96,26,82,37,99,:,798.266
0,99,37,82,26,96,21,85,87,54,65,56,48,2,5,79,7,76,15,32,23,51,40,78,9,39,67,52,25,93,58,94,92,68,80,31,36,41,72,6,44,95,53,97,17,33,12,70,19,90,27,64,35,29,61,42,66,47,84,71,59,75,81,98,3,18,10,49,60,13,69,100,83,73,63,43,77,86,55,89,8,57,74,22,20,4,62,38,46,34,16,28,91,24,30,88,14,45,11,50,1,:,798.376
0,99,37,82,26,96,65,21,85,54,87,68,58,93,94,92,80,31,36,41,72,6,44,95,53,12,33,97,13,60,49,17,18,10,100,69,83,73,63,43,77,8,57,74,89,38,46,62,4,20,22,55,86,59,75,81,3,98,90,70,19,27,64,42,61,29,35,71,84,23,51,47,66,25,52,67,39,40,78,9,5,79,7,76,15,32,34,16,28,91,24,30,88,14,45,11,50,2,48,56,1,:,799.597
