0,1,50,11,45,7,76,14,88,30,24,91,28,16,34,15,32,20,22,4,62,46,38,8,57,89,74,55,86,81,75,59,71,84,23,51,40,78,9,5,79,2,48,56,39,67,47,66,52,25,42,61,29,35,64,27,90,98,3,18,10,100,43,77,63,73,83,69,97,13,60,49,17,33,12,53,44,95,70,19,6,72,41,36,31,80,92,94,93,58,68,87,54,85,21,65,96,26,82,37,99,:,800.537
0,1,56,65,58,93,25,52,39,67,47,66,42,61,29,35,64,19,70,90,27,71,84,23,51,40,78,9,79,5,48,2,50,11,45,14,7,76,15,32,88,30,24,91,28,16,34,46,38,62,4,20,22,59,75,81,86,55,74,89,57,8,77,43,63,73,83,100,69,97,13,17,60,49,10,18,3,98,33,12,53,95,44,6,72,41,36,31,80,92,94,68,87,54,85,21,96,26,82,37,99,:,802.474
0,37,82,26,96,21,85,54,87,68,58,93,94,92,80,31,36,41,72,6,44,95,53,12,70,19,27,90,98,3,18,33,17,49,60,13,97,69,100,10,43,83,73,63,77,86,55,22,20,34,62,4,74,89,57,8,38,46,16,28,91,24,30,88,11,45,14,7,76,15,32,23,81,75,59,71,64,35,29,61,42,25,52,39,67,66,47,84,51,40,78,9,79,5,48,2,50,1,56,65,99,:,803.718
0,1,50,11,45,14,88,30,24,91,28,16,34,46,38,62,4,20,22,89,8,57,74,55,86,77,63,73,83,43,100,69,10,49,60,13,97,53,44,95,12,33,17,18,3,98,81,75,59,23,84,71,35,29,61,42,64,27,90,70,19,6,72,41,36,31,80,92,94,58,93,25,52,39,67,66,47,51,40,78,9,32,15,76,7,79,5,2,48,56,65,54,87,68,85,21,96,26,82,37,99,:,803.804
0,1,50,11,45,14,7,76,15,32,20,22,4,62,34,88,30,24,91,28,16,46,38,8,57,89,74,55,86,59,75,81,98,12,33,17,18,3,77,43,63,73,83,69,100,10,49,60,13,97,53,95,44,6,72,41,36,19,70,90,27,64,42,61,29,35,71,84,23,51,40,78,9,5,79,2,48,56,39,67,47,66,25,52,93,58,94,92,31,80,68,87,54,85,21,65,96,26,82,37,99,:,804.032
0,1,56,48,5,79,2,50,11,45,14,7,76,88,30,24,91,28,16,34,15,32,20,22,4,62,46,38,8,57,89,74,55,86,77,43,63,73,83,69,100,10,49,60,13,97,33,17,18,3,81,75,59,98,12,53,95,44,6,72,41,31,92,94,58,93,25,52,67,39,9,78,40,51,23,84,71,47,66,42,61,29,35,64,27,90,70,19,36,80,68,87,54,85,21,65,96,26,82,37,99,:,804.146
0,99,65,56,1,50,11,45,14,7,76,15,32,88,30,24,91,28,16,34,4,62,46,38,8,57,89,74,20,22,55,86,59,75,81,98,3,18,10,100,43,77,63,73,83,69,13,60,49,17,97,33,12,53,95,44,6,72,41,36,19,70,90,27,64,35,29,61,42,25,52,67,66,47,71,84,23,51,40,78,9,79,2,48,5,39,93,58,94,92,31,80,68,87,54,85,21,96,26,82,37,:,805.572
0,37,82,26,96,21,85,54,87,68,58,93,94,92,80,31,36,41,72,6,44,95,53,97,33,17,49,60,13,69,100,10,18,3,81,75,59,98,90,12,70,19,27,64,35,29,61,42,25,52,39,67,66,47,71,84,51,23,22,55,86,77,43,83,63,73,8,57,89,74,20,32,15,34,4,62,38,46,16,28,91,24,30,88,11,45,14,76,7,79,9,78,40,5,48,2,50,1,56,65,99,:,806.196
0,1,56,39,67,52,25,66,47,51,40,78,9,79,5,48,2,50,11,45,14,7,76,88,30,24,91,28,16,46,38,62,4,34,15,32,20,22,74,89,8,57,55,86,81,75,59,23,84,71,35,29,61,42,64,27,90,19,70,12,33,98,3,18,17,60,49,10,100,43,77,63,73,83,69,13,97,53,95,44,6,72,41,36,31,80,92,94,93,58,68,87,54,85,21,65,96,26,82,37,99,:,807.554
0,99,37,82,26,96,21,85,54,87,68,94,92,80,31,36,41,72,6,44,53,95,19,70,12,98,3,18,17,33,97,13,60,49,10,100,69,83,73,63,43,77,86,55,74,89,57,8,38,46,16,28,91,24,30,88,76,7,14,45,11,50,2,48,5,79,9,78,40,51,66,47,71,84,23,32,15,34,62,4,20,22,59,75,81,90,27,64,35,29,61,42,25,52,67,39,93,58,65,56,1,:,807.562
0,1,65,56,48,5,9,78,40,39,67,66,47,84,51,23,20,4,62,34,32,15,76,7,79,2,50,11,45,14,88,30,24,91,28,16,46,38,8,57,89,74,22,55,86,77,63,73,83,43,3,98,81,75,59,71,35,29,61,42,64,27,90,19,70,12,33,17,60,49,18,10,100,69,13,97,53,95,44,6,72,41,36,25,52,93,58,94,92,31,80,68,87,54,85,21,96,26,82,37,99,:,807.613
0,1,65,56,48,2,50,11,45,14,88,30,24,91,28,16,46,38,62,4,34,32,15,76,7,79,5,9,78,40,51,47,66,67,39,52,25,93,58,94,92,36,19,70,12,33,18,3,77,86,55,59,75,81,98,90,27,64,35,42,61,29,71,84,23,20,22,74,89,57,8,73,63,83,43,10,100,69,13,60,49,17,97,53,95,44,6,72,41,31,80,68,87,54,85,21,96,26,82,37,99,:,810.806
0,1,56,65,58,93,39,67,47,66,52,25,42,61,29,35,64,27,90,71,59,75,81,98,12,33,18,3,77,86,55,22,20,32,15,23,84,51,40,78,9,79,5,48,2,50,11,45,14,7,76,88,30,24,91,28,16,34,46,38,62,4,74,89,57,8,73,63,83,43,10,100,69,13,60,49,17,97,53,44,95,70,19,6,72,41,36,31,80,92,94,68,87,54,85,21,96,26,82,37,99,:,820.192
0,1,50,11,45,14,7,76,15,32,34,88,30,24,91,28,16,46,38,62,4,74,89,57,8,73,63,83,69,13,60,49,17,18,10,100,43,77,86,55,22,20,23,9,79,2,48,5,78,40,51,84,71,47,66,67,39,52,25,42,61,29,35,64,19,70,90,27,59,75,81,3,98,12,33,97,53,95,44,6,72,41,36,31,80,92,94,93,58,68,87,54,85,21,26,96,65,56,82,37,99,:,820.273
0,99,65,56,1,50,11,45,14,88,30,24,91,28,16,34,46,38,62,4,22,20,32,15,76,7,79,2,48,5,9,78,40,39,67,52,25,93,58,94,92,36,42,61,29,64,35,66,47,51,23,84,71,59,75,81,86,55,74,89,57,8,77,3,98,33,18,10,100,43,63,73,83,69,13,60,49,17,97,53,44,95,12,90,27,70,19,6,72,41,31,80,68,87,54,85,21,96,26,82,37,:,821.98
0,1,50,2,79,7,45,11,14,76,15,32,34,88,30,24,91,28,16,46,38,62,4,89,8,57,74,55,86,22,20,23,84,51,40,78,9,5,48,56,65,39,67,47,66,52,25,42,61,29,35,64,27,90,71,59,75,81,77,43,63,73,83,69,100,10,49,60,13,97,33,17,18,3,98,12,53,44,95,70,19,6,72,41,36,31,80,92,94,93,58,68,87,54,85,21,96,26,82,37,99,:,823.255
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,801.4974333
