0 0 0 0 365.854 359.025 352.954 345.875 361.87 
0 0 1 0 359.025 381.165 367.447 371.002 357.433 
0 0 2 0 354.297 361.87 365.854 359.025 383.494 
0 0 3 0 375.877 357.433 375.095 367.447 361.87 
0 0 4 0 370.743 362.322 357.433 361.87 373.596 
0 0 5 0 352.954 368.016 345.875 352.954 362.039 
0 0 0 0 357.433 362.581 357.433 354.297 361.376 
0 0 1 0 365.854 365.854 354.297 367.447 345.875 
0 0 2 0 370.46 361.87 345.875 362.039 361.376 
0 0 3 0 345.875 361.376 359.025 345.875 357.433 
0 0 4 0 383.494 345.875 373.596 361.376 345.875 
0 0 5 0 357.433 382.018 352.954 352.954 357.433 
0 0 0 1 407.431 417.958 421.282 399.01 414.854 
0 0 1 1 352.954 375.472 367.447 362.322 389.387 
0 0 2 1 365.854 389.111 379.571 384.815 379.571 
0 0 3 1 421.959 431.217 420.464 400.204 411.672 
0 0 4 1 414.403 401.754 386.907 385.154 413.929 
0 0 5 1 400.722 418.308 413.758 406.793 362.322 
0 0 0 1 409.137 408.31 378.485 415.579 396.813 
0 0 1 1 384.815 399.056 384.179 352.954 377.822 
0 0 2 1 394.399 359.025 375.095 381.249 370.46 
0 0 3 1 410.822 398.467 386.455 388.443 402.787 
0 0 4 1 402.898 403.189 394.914 373.596 345.875 
0 0 5 1 418.504 425.864 384.721 406.889 383.663 
0 0 0 2 345.875 345.875 345.875 345.875 345.875 
0 0 1 2 345.875 345.875 345.875 345.875 345.875 
0 0 2 2 352.954 345.875 345.875 345.875 384.815 
0 0 3 2 345.875 345.875 345.875 345.875 345.875 
0 0 4 2 345.875 345.875 345.875 345.875 345.875 
0 0 5 2 345.875 345.875 345.875 345.875 345.875 
0 0 0 2 345.875 345.875 345.875 345.875 345.875 
0 0 1 2 345.875 345.875 345.875 345.875 345.875 
0 0 2 2 345.875 345.875 345.875 345.875 345.875 
0 0 3 2 345.875 345.875 345.875 345.875 345.875 
0 0 4 2 345.875 345.875 345.875 345.875 345.875 
0 0 5 2 345.875 345.875 345.875 345.875 345.875 
0 0 0 3 345.875 345.875 345.875 345.875 345.875 
0 0 1 3 345.875 345.875 345.875 345.875 345.875 
0 0 2 3 345.875 345.875 345.875 345.875 345.875 
0 0 3 3 345.875 352.954 345.875 345.875 345.875 
0 0 4 3 345.875 345.875 345.875 345.875 345.875 
0 0 5 3 345.875 345.875 345.875 345.875 345.875 
0 0 0 3 345.875 345.875 345.875 345.875 345.875 
0 0 1 3 345.875 345.875 345.875 345.875 345.875 
0 0 2 3 352.954 345.875 345.875 345.875 345.875 
0 0 3 3 345.875 345.875 345.875 345.875 345.875 
