0 1 50 2 48 5 79 9 78 40 51 23 84 71 47 66 67 39 52 25 42 61 29 35 64 27 90 19 70 12 33 17 60 49 13 18 3 98 81 75 59 22 20 32 15 76 7 14 45 11 88 30 24 91 28 46 16 34 4 62 38 89 8 57 74 55 86 77 43 63 73 83 100 10 69 97 53 95 44 6 72 41 36 31 80 92 94 58 93 56 65 96 21 54 87 68 85 26 82 37 99 : 807.551
0 99 37 82 26 96 21 85 68 80 31 36 41 72 6 19 70 90 27 64 35 29 61 42 71 59 75 81 98 33 12 95 44 53 97 13 17 60 49 3 18 10 100 69 83 73 63 43 77 86 55 74 57 8 89 22 20 4 62 38 46 16 28 91 24 88 30 34 32 15 76 7 14 11 45 50 2 48 79 5 9 78 40 51 23 84 47 66 67 39 25 52 93 58 94 92 87 54 65 56 1 : 813.524
0 1 99 56 48 2 50 11 45 14 88 30 24 91 28 16 34 4 62 38 46 8 57 89 74 55 86 22 20 32 15 76 7 79 5 9 40 78 51 23 84 47 66 67 39 52 25 42 61 29 35 64 19 70 90 27 71 59 75 81 98 3 77 43 73 63 83 69 100 10 18 17 49 60 13 97 33 12 53 95 44 6 72 41 36 31 80 92 94 93 58 87 68 85 54 65 96 21 26 82 37 : 807.264
0 1 50 45 11 14 88 30 24 91 28 16 34 62 4 38 46 8 57 89 74 86 55 22 20 32 15 76 7 79 2 48 5 9 78 40 51 23 84 71 47 66 25 52 93 58 94 92 80 31 36 41 72 6 44 95 53 12 98 33 97 13 17 60 49 18 10 100 69 83 73 63 43 77 3 81 75 59 90 70 19 27 64 35 61 29 42 67 39 56 65 54 85 87 68 21 96 26 82 37 99 : 798.94
0 99 37 82 26 68 87 54 85 21 96 65 56 39 67 66 47 52 25 61 29 35 64 42 93 58 94 92 80 31 36 41 72 6 19 70 27 90 98 12 95 44 53 97 17 33 13 69 83 63 73 8 57 89 74 4 62 34 46 38 16 28 91 24 30 88 11 45 14 7 76 15 32 20 22 55 86 77 43 10 100 60 49 18 3 81 75 59 71 84 23 51 40 78 9 79 5 48 2 50 1 : 814.078
0 1 50 11 45 14 88 30 28 24 91 16 34 4 62 46 38 8 57 89 74 55 86 77 43 63 73 83 100 69 97 13 60 49 10 18 17 33 3 98 81 75 59 27 90 19 70 12 53 95 44 6 72 41 36 31 80 92 94 58 93 52 25 67 66 47 29 61 42 64 35 71 84 51 23 22 20 32 15 76 7 79 2 48 5 9 78 40 39 56 65 87 54 68 85 21 96 26 82 37 99 : 809.502
0 99 37 82 26 85 68 87 54 21 96 65 56 48 5 2 79 9 78 40 67 51 66 47 71 84 23 59 75 81 3 18 10 49 60 17 33 98 12 70 19 90 27 64 35 61 29 42 25 52 39 93 58 94 92 80 31 36 41 72 6 44 95 53 97 13 69 100 43 83 73 63 77 86 55 22 20 4 74 89 57 8 38 46 62 34 16 28 91 24 30 88 32 15 76 7 14 45 11 50 1 : 814.773
0 99 37 82 26 96 21 85 87 54 65 56 48 2 5 79 7 76 15 32 34 62 4 20 22 23 51 40 78 9 39 67 47 66 71 84 75 81 59 90 19 70 27 64 29 35 61 42 25 52 93 58 94 92 68 80 31 36 41 72 6 44 95 53 12 33 98 3 18 17 97 13 60 49 10 100 69 83 73 63 43 77 86 55 74 89 57 8 38 46 16 28 91 24 30 88 14 11 45 50 1 : 804.813
0 99 37 82 56 65 96 26 85 21 54 87 68 92 94 58 93 80 31 36 41 72 6 44 95 53 12 33 98 3 18 10 49 60 17 13 97 69 100 83 73 63 43 77 74 89 57 8 38 46 16 28 91 24 30 88 11 45 14 7 76 15 32 34 62 4 20 22 55 86 81 75 59 90 19 70 27 64 35 29 61 42 25 52 39 67 66 47 71 84 23 51 40 78 9 5 79 2 48 50 1 : 799.382
0 1 50 11 45 14 88 30 24 91 28 16 46 38 62 4 34 76 7 15 32 20 22 89 8 57 74 55 86 77 43 63 73 83 100 10 18 3 81 75 59 23 51 84 71 47 66 67 39 40 78 9 5 79 2 48 56 65 58 93 52 25 42 61 29 35 64 27 70 19 90 98 33 17 49 60 13 69 97 12 53 95 44 6 72 41 36 31 94 92 80 68 85 87 54 96 21 26 82 37 99 : 816.056
0 37 82 26 21 85 54 87 68 58 93 94 92 80 31 36 41 72 6 44 95 53 97 13 69 83 63 73 8 57 89 74 4 62 34 38 46 16 28 24 91 30 88 45 11 14 7 76 15 32 20 22 55 86 81 75 59 71 27 90 98 3 77 43 100 10 18 49 60 17 33 12 70 19 64 35 29 61 42 25 52 39 67 66 47 84 23 51 40 78 9 79 5 48 2 50 1 56 65 96 99 : 803.126
0 99 37 82 26 54 87 85 21 68 96 65 56 39 67 66 47 84 71 59 81 75 98 3 18 17 49 13 97 53 95 44 6 72 41 36 31 80 92 94 58 93 52 25 61 42 29 35 64 27 90 19 70 12 33 60 10 100 69 83 63 73 43 77 86 55 74 89 57 8 38 46 16 91 24 28 30 88 14 11 45 7 76 15 32 34 62 4 20 22 23 51 40 78 9 79 2 5 48 50 1 : 800.998
0 1 50 48 2 79 5 9 78 40 51 23 84 71 47 66 52 39 67 25 61 29 42 35 64 19 70 27 90 98 59 75 81 86 55 74 57 89 22 20 32 15 76 7 14 45 11 88 30 24 91 28 16 34 4 62 38 46 8 73 63 83 43 77 3 18 10 100 69 97 49 60 13 17 33 12 53 95 44 6 72 41 36 31 80 92 58 93 94 68 87 54 85 21 26 96 65 56 82 37 99 : 814.44
0 1 50 11 45 14 88 30 24 91 28 16 46 38 34 62 4 55 86 81 75 59 71 84 51 23 40 78 39 52 67 66 47 61 29 35 27 90 70 19 64 42 25 93 58 94 92 80 31 36 41 72 6 44 95 53 12 98 33 17 49 60 13 97 69 100 10 18 3 77 43 83 63 73 8 57 89 74 22 20 32 15 76 7 9 5 79 2 48 56 65 96 21 85 54 87 68 26 82 37 99 : 809.572
0 99 37 82 26 96 21 85 68 87 54 65 56 48 79 7 76 14 45 11 88 30 24 91 28 16 46 38 62 4 34 15 32 20 22 86 55 74 89 57 8 73 63 83 43 77 81 75 59 27 90 19 70 12 98 33 3 18 10 100 69 13 49 60 17 97 53 95 44 6 72 41 36 31 80 92 94 58 93 52 25 61 42 35 29 64 71 51 23 84 47 66 67 39 78 40 9 5 2 50 1 : 812.901
0 1 65 56 50 79 2 5 48 9 78 40 51 23 22 20 4 62 34 32 15 76 7 45 11 14 88 30 91 24 28 16 46 38 8 57 89 74 55 86 77 43 63 73 83 69 100 10 49 60 13 97 33 17 18 3 81 75 59 71 84 47 66 25 39 67 52 42 61 29 35 64 27 19 70 90 98 12 53 95 44 6 72 41 36 31 80 92 94 93 58 68 87 54 21 85 96 26 82 37 99 : 808.764
0 99 37 82 96 65 26 21 54 87 85 68 92 94 58 93 39 67 47 66 52 25 42 61 29 35 64 27 90 70 19 36 31 80 41 72 6 44 95 53 12 33 98 3 18 49 60 17 13 97 69 10 100 83 73 63 43 77 86 55 74 89 57 8 38 46 16 28 91 24 30 88 11 45 14 7 76 15 32 34 62 4 20 22 81 75 59 84 71 23 51 40 78 9 5 79 2 50 48 56 1 : 804.998
0 37 82 26 96 21 85 54 87 68 80 31 92 94 58 93 36 41 72 6 44 95 53 12 98 19 70 90 27 64 35 42 29 61 25 52 39 67 66 47 71 59 75 81 3 18 10 100 13 60 49 17 33 97 69 83 73 63 43 77 86 55 74 57 8 89 22 20 4 62 46 38 34 16 28 91 24 30 88 14 11 45 7 76 15 32 23 84 51 40 78 9 5 79 2 48 50 1 56 65 99 : 806.114
0 1 50 48 5 2 79 9 78 40 51 84 23 22 20 4 62 34 32 15 76 7 11 45 14 88 30 24 91 28 16 46 38 8 57 89 74 55 86 77 43 63 73 83 69 100 10 18 49 60 13 97 17 33 3 98 75 81 59 71 47 66 67 39 52 25 42 61 29 35 64 27 90 19 70 12 53 95 44 6 72 41 31 80 36 93 58 94 92 68 87 85 54 21 65 56 96 26 82 37 99 : 794.776
0 1 50 11 45 14 7 76 88 30 24 91 28 16 46 38 62 4 34 15 32 20 22 89 8 57 74 55 86 77 43 63 73 83 100 69 10 18 3 81 75 59 23 84 71 47 66 67 25 42 61 29 35 64 27 90 98 33 17 49 60 13 97 12 53 44 95 70 19 6 72 41 36 31 80 92 94 58 93 52 39 51 40 78 9 79 2 5 48 56 65 54 87 68 85 21 96 26 82 37 99 : 803.537
0 99 1 50 2 48 5 79 9 78 40 51 23 22 20 32 15 76 7 45 11 14 88 30 24 91 28 16 34 46 38 62 4 89 8 57 74 55 86 77 43 63 73 83 100 10 69 60 49 17 13 97 53 95 44 6 72 41 36 31 80 92 94 58 93 25 52 42 35 29 61 64 27 90 19 70 12 98 33 18 3 81 75 59 71 84 47 66 67 39 56 65 96 21 85 68 54 87 26 82 37 : 805.197
0 99 37 82 26 68 85 87 54 21 96 65 56 48 2 79 5 9 78 40 51 23 84 71 47 66 67 39 52 61 29 35 64 42 25 93 58 94 92 80 31 36 41 72 6 44 95 53 12 70 19 27 90 98 59 75 81 3 18 10 17 33 97 13 49 60 69 100 63 73 83 43 77 86 55 57 8 89 74 22 20 32 15 34 62 4 38 46 16 28 91 24 30 88 76 7 14 45 11 50 1 : 806.192
0 37 82 56 65 96 21 26 54 87 85 68 80 31 92 94 58 93 36 41 72 6 44 95 53 12 33 97 13 17 18 49 60 10 100 69 83 63 73 43 77 3 98 90 27 70 19 64 35 29 61 42 25 52 39 67 66 47 84 71 59 81 75 86 55 8 57 89 74 22 20 4 62 38 46 34 16 28 91 24 30 88 11 45 14 7 76 15 32 23 51 40 78 9 5 79 2 48 50 1 99 : 813.527
0 99 37 82 26 96 65 21 85 54 87 68 93 58 94 92 80 31 36 41 72 6 44 95 53 97 17 49 60 13 69 83 63 73 8 57 89 74 4 62 38 46 34 16 28 91 24 30 88 14 11 45 7 76 15 32 20 22 55 86 77 43 100 10 18 33 12 98 3 81 75 59 90 70 19 27 64 35 29 61 42 25 52 39 67 66 47 71 84 23 51 40 78 9 5 79 2 48 56 50 1 : 802.37
0 99 37 82 26 96 54 85 21 87 68 80 31 36 41 72 6 44 95 53 97 13 60 17 33 98 12 19 70 90 27 64 35 29 61 42 25 52 58 94 92 93 39 67 66 47 84 71 59 75 81 3 18 10 49 100 69 83 63 73 43 77 8 57 89 74 86 55 22 20 23 51 40 78 9 5 79 7 76 15 32 34 4 62 38 46 16 28 24 91 30 88 14 45 11 50 2 48 56 65 1 : 805.624
0 99 37 82 26 85 68 87 54 21 96 65 56 48 2 79 5 9 78 40 51 23 84 47 66 67 39 52 25 93 58 94 92 80 31 36 41 72 6 44 95 53 97 13 60 69 100 10 18 3 49 17 33 98 12 70 19 90 27 64 42 61 29 35 71 59 75 81 86 55 77 43 83 63 73 8 57 89 74 22 20 34 4 62 38 46 16 28 91 24 30 88 15 32 76 7 14 45 11 50 1 : 798.26
0 1 50 2 48 5 79 45 11 14 88 30 24 91 28 16 46 38 62 4 34 32 15 76 7 9 78 40 51 23 84 71 47 66 42 61 29 35 64 27 90 19 70 12 33 17 13 60 49 18 3 98 81 75 59 22 20 74 89 8 57 55 86 77 43 63 73 83 100 10 69 97 53 95 44 6 72 41 36 31 80 92 94 58 93 25 52 67 39 56 65 96 54 87 68 85 21 26 82 37 99 : 802.394
0 99 37 82 26 68 87 54 85 21 96 65 56 48 5 9 78 40 15 32 23 51 84 47 66 67 39 52 25 93 58 92 94 80 31 36 41 72 6 44 95 53 97 33 12 70 19 90 27 64 35 29 61 42 71 59 75 81 98 3 18 17 49 60 13 10 100 69 83 73 63 43 77 8 57 89 74 55 86 22 20 4 62 34 38 46 16 28 91 24 30 88 11 45 14 76 7 79 2 50 1 : 805.025
0 1 65 56 48 5 79 2 50 11 45 14 88 30 24 91 28 16 34 32 15 76 7 9 78 40 51 23 84 71 47 66 67 39 52 25 61 42 29 35 64 27 90 98 81 75 59 22 20 4 62 46 38 8 57 89 74 55 86 77 63 73 83 43 100 69 10 3 18 17 49 60 13 97 33 12 70 19 53 95 44 6 72 41 36 31 80 92 94 93 58 68 87 54 85 21 96 26 82 37 99 : 801.078
0 1 50 11 14 45 7 76 88 30 24 91 28 16 34 15 32 20 22 4 62 46 38 89 8 57 74 55 86 77 43 63 73 83 69 100 10 49 60 13 97 53 95 44 6 72 41 36 31 80 92 94 58 93 52 25 42 61 29 35 64 27 90 70 19 12 33 17 18 3 98 81 75 59 23 51 84 71 47 66 67 39 40 78 9 5 79 2 48 56 65 96 21 54 87 68 85 26 82 37 99 : 788.235
